OBJECTID,INCIDENT_TYPE,REPORT_TAKEN_DATE_EST,YEAR,DATA_TYPE,SUBJECT_RACE,SUBJECT_SEX,SUBJECT_ETHNICITY,BLOCK_ADDRESS,RECODE_ADD,INCIDENT_LOCATION_DISTRICT,INCIDENT_LOCATION_PSA,AGE,WARD,VOTE_PRECINCT,ADVIS_NEIGH_COMMIS,POLICE_DISTRICT,SINGLE_MEMBER_DISTRICT,POLICE_SERVICE AREA,CENSUS_TRACT,NEIGHBORHOOD_CLUSTER
10828,Stop & Frisk,2013-07-09T23:55:00.000Z,2013,Person,Unknown,Male,Hispanic Or Latino,3500 B/O 14TH ST NW,3500 14TH ST NW,4D,409,31,,,,,,,,
10829,Stop & Frisk,2013-07-10T02:07:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,1000 B/O 12TH ST SE,1000 12TH ST SE,1D,106,Juvenile,,,,,,,,
10830,Stop & Frisk,2013-07-10T08:27:00.000Z,2013,Person,Black,Female,Not Hispanic Or Latino,2400 B/O WASHINGTON PL NE,2400 WASHINGTON PL NE,5D,505,Juvenile,,,,,,,,
10831,Stop & Frisk,2013-07-10T11:35:00.000Z,2013,Person,Black,Female,Unknown,1200 B/O MEIGS PL NE,1200 MEIGS PL NE,5D,506,47,,,,,,,,
10832,Stop & Frisk,2013-07-10T11:35:00.000Z,2013,Person,Unknown,Unknown,Unknown,1200 B/O MEIGS PL NE,1200 MEIGS PL NE,5D,506,,,,,,,,,
10833,Stop & Frisk,2013-07-10T11:40:00.000Z,2013,Person,Black,Male,Unknown,600 B/O MISSOURI AVE NW,600 MISSOURI AVE NW,4D,402,50,,,,,,,,
10834,Stop & Frisk,2013-07-10T11:47:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,BENNING RD NE / MARYLAND AVE NE,BENNING RD NE / MARYLAND AVE NE,5D,506,18,,,,,,,,
10835,Stop & Frisk,2013-07-10T17:25:00.000Z,2013,Person,Black,Male,Unknown,SOUTHERN AVE SE / VALLEY TER SE,SOUTHERN AVE SE / VALLEY TER SE,7D,704,Juvenile,,,,,,,,
10836,Stop & Frisk,2013-07-11T02:12:00.000Z,2013,Person,Black,Male,Unknown,1400 B/O K ST NW,1400 K ST NW,2D,207,24,,,,,,,,
10837,Stop & Frisk,2013-07-11T15:23:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,3100 B/O E ST SE,3100 E ST SE,6D,603,18,,,,,,,,
10838,Stop & Frisk,2013-07-11T22:15:00.000Z,2013,Person,Black,Male,Unknown,BENNING RD NE / MINNESOTA AVE NE,BENNING RD NE / MINNESOTA AVE NE,6D,603,36,,,,,,,,
10839,Stop & Frisk,2013-07-12T01:34:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,9TH ST NW / V ST NW,9TH ST NW / V ST NW,3D,305,20,,,,,,,,
10840,Stop & Frisk,2013-07-12T01:34:00.000Z,2013,Person,Unknown,Unknown,Unknown,9TH ST NW / V ST NW,9TH ST NW / V ST NW,3D,305,,,,,,,,,
10841,Stop & Frisk,2013-07-12T03:02:00.000Z,2013,,,,,700 B/O 16TH ST NE,700 16TH ST NE,5D,507,,,,,,,,,
10842,Stop & Frisk,2013-07-12T12:57:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,4400 B/O NANNIE HELEN BURROUGHS AVE NE,4400 NANNIE HELEN BURROUGHS AVE NE,6D,602,33,,,,,,,,
10843,Stop & Frisk,2013-07-12T16:08:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,600 B/O H ST NE,600 H ST NE,1D,104,,,,,,,,,
10844,Stop & Frisk,2013-07-12T16:08:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,600 B/O H ST NE,600 H ST NE,1D,104,18,,,,,,,,
10845,Stop & Frisk,2013-07-12T17:00:00.000Z,2013,Person,Black,Female,Not Hispanic Or Latino,200 B/O MASSACHUSETTS AVE NW,200 MASSACHUSETTS AVE NW,1D,103,25,,,,,,,,
10846,Stop & Frisk,2013-07-13T00:27:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,51ST ST NE / CLOUD PL NE,51ST ST NE / CLOUD PL NE,6D,602,25,,,,,,,,
10847,Stop & Frisk,2013-07-13T02:45:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,1100 B/O 1ST ST NW,1100 1ST ST NW,1D,103,20,,,,,,,,
10848,Stop & Frisk,2013-07-13T02:58:00.000Z,2013,Person,Black,Female,Not Hispanic Or Latino,2000 B/O 12TH ST NW,2000 12TH ST NW,3D,305,22,,,,,,,,
10849,Stop & Frisk,2013-07-13T02:58:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,2000 B/O 12TH ST NW,2000 12TH ST NW,3D,305,36,,,,,,,,
10850,Stop & Frisk,2013-07-13T09:00:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,300 B/O EASTERN AVE NE,300 EASTERN AVE NE,6D,608,19,,,,,,,,
10851,Stop & Frisk,2013-07-13T09:47:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,3RD ST NW / E ST NW,3RD ST NW / E ST NW,1D,103,56,,,,,,,,
10852,Stop & Frisk,2013-07-13T13:19:00.000Z,2013,Person,Black,Male,Unknown,1300 B/O 7TH ST NW,1300 7TH ST NW,3D,308,21,,,,,,,,
10853,Stop & Frisk,2013-07-13T13:19:00.000Z,2013,Person,Black,Female,Unknown,1300 B/O 7TH ST NW,1300 7TH ST NW,3D,308,28,,,,,,,,
10854,Stop & Frisk,2013-07-13T17:10:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,1600 B/O MONTELLO AVE NE,1600 MONTELLO AVE NE,5D,506,31,,,,,,,,
10855,Stop & Frisk,2013-07-13T17:10:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,1600 B/O MONTELLO AVE NE,1600 MONTELLO AVE NE,5D,506,51,,,,,,,,
10856,Stop & Frisk,2013-07-13T18:12:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,1200 B/O HOLBROOK TER NE,1200 HOLBROOK TER NE,5D,506,27,,,,,,,,
10857,Stop & Frisk,2013-07-13T18:54:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,0 B/O N ST SW,0 N ST SW,1D,105,31,,,,,,,,
10858,Stop & Frisk,2013-07-14T01:10:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,1900 B/O CALVERT ST NW,1900 CALVERT ST NW,3D,303,,,,,,,,,
10859,Stop & Frisk,2013-07-14T01:10:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,1900 B/O CALVERT ST NW,1900 CALVERT ST NW,3D,303,,,,,,,,,
10860,Stop & Frisk,2013-07-14T01:10:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,1900 B/O CALVERT ST NW,1900 CALVERT ST NW,3D,303,,,,,,,,,
10861,Stop & Frisk,2013-07-14T01:10:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,1900 B/O CALVERT ST NW,1900 CALVERT ST NW,3D,303,,,,,,,,,
10862,Stop & Frisk,2013-07-14T01:10:00.000Z,2013,Person,Black,Male,Unknown,1900 B/O CALVERT ST NW,1900 CALVERT ST NW,3D,303,,,,,,,,,
10863,Stop & Frisk,2013-07-14T01:10:00.000Z,2013,Person,Black,Male,Unknown,1900 B/O CALVERT ST NW,1900 CALVERT ST NW,3D,303,Juvenile,,,,,,,,
10864,Stop & Frisk,2013-07-14T01:10:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,1900 B/O CALVERT ST NW,1900 CALVERT ST NW,3D,303,Juvenile,,,,,,,,
10865,Stop & Frisk,2013-07-14T01:10:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,1900 B/O CALVERT ST NW,1900 CALVERT ST NW,3D,303,Juvenile,,,,,,,,
10866,Stop & Frisk,2013-03-21T21:40:00.000Z,2013,Person,Unknown,Unknown,Unknown,3100 B/O BUENA VISTA TER SE,3100 BUENA VISTA TER SE,7D,702,,,,,,,,,
10867,Stop & Frisk,2013-03-22T00:41:00.000Z,2013,,,,,5000 B/O IVORY WALTERS LN SE,5000 IVORY WALTERS LN SE,6D,604,,,,,,,,,
10868,Stop & Frisk,2013-03-22T03:10:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,800 B/O XENIA ST SE,800 XENIA ST SE,7D,706,29,,,,,,,,
10869,Stop & Frisk,2013-03-22T17:59:00.000Z,2013,Person,Black,Male,Unknown,700 B/O TAYLOR ST NW,700 TAYLOR ST NW,4D,407,Juvenile,,,,,,,,
10870,Stop & Frisk,2013-03-22T17:59:00.000Z,2013,Person,White,Male,Unknown,700 B/O TAYLOR ST NW,700 TAYLOR ST NW,4D,407,18,,,,,,,,
10871,Stop & Frisk,2013-03-22T19:29:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,12TH ST NW / S ST NW,12TH ST NW / S ST NW,3D,305,23,,,,,,,,
10872,Stop & Frisk,2013-03-22T23:09:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,1400 B/O HOWARD RD SE,1400 HOWARD RD SE,7D,703,30,,,,,,,,
10873,Stop & Frisk,2013-03-23T01:55:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,1600 B/O U ST NW,1600 U ST NW,3D,301,19,,,,,,,,
10874,Stop & Frisk,2013-03-23T02:06:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,HUNT PL NE / MINNESOTA AVE NE,HUNT PL NE / MINNESOTA AVE NE,6D,602,,,,,,,,,
10875,Stop & Frisk,2013-03-23T17:38:00.000Z,2013,Person,Black,Male,Unknown,2500 B/O Q ST SE,2500 Q ST SE,6D,607,Juvenile,,,,,,,,
10876,Stop & Frisk,2012-07-24T18:42:00.000Z,2012,Person,Black,Female,Not Hispanic Or Latino,2400 B/O MINNESOTA AVE SE,2400 MINNESOTA AVE SE,6D,607,37,,,,,,,,
10877,Stop & Frisk,2012-07-24T19:33:00.000Z,2012,Person,Black,Male,Unknown,4500 B/O BENNING RD NE,4500 BENNING RD NE,6D,608,20,,,,,,,,
10878,Stop & Frisk,2012-07-24T19:33:00.000Z,2012,Person,Unknown,Unknown,Unknown,4500 B/O BENNING RD NE,4500 BENNING RD NE,6D,608,,,,,,,,,
10879,Stop & Frisk,2012-07-25T05:00:00.000Z,2012,Person,Black,Male,Not Hispanic Or Latino,5500 B/O GEORGIA AVE NW,5500 GEORGIA AVE NW,4D,403,19,,,,,,,,
10880,Stop & Frisk,2012-07-25T05:00:00.000Z,2012,Person,Black,Male,Not Hispanic Or Latino,5500 B/O GEORGIA AVE NW,5500 GEORGIA AVE NW,4D,403,19,,,,,,,,
10881,Stop & Frisk,2012-07-25T05:00:00.000Z,2012,Person,Unknown,Unknown,Unknown,5500 B/O GEORGIA AVE NW,5500 GEORGIA AVE NW,4D,403,,,,,,,,,
10882,Stop & Frisk,2012-07-25T13:00:00.000Z,2012,Person,Black,Male,Not Hispanic Or Latino,1600 B/O H ST NW,1600 H ST NW,2D,207,46,,,,,,,,
10883,Stop & Frisk,2012-07-25T13:00:00.000Z,2012,Person,Black,Male,Not Hispanic Or Latino,1600 B/O H ST NW,1600 H ST NW,2D,207,20,,,,,,,,
10884,Stop & Frisk,2012-07-25T13:00:00.000Z,2012,Person,Unknown,Unknown,Unknown,1600 B/O H ST NW,1600 H ST NW,2D,207,,,,,,,,,
10885,Stop & Frisk,2012-07-25T13:26:00.000Z,2012,Person,Black,Male,Not Hispanic Or Latino,700 B/O MORTON ST NW,700 MORTON ST NW,3D,302,48,,,,,,,,
10886,Stop & Frisk,2012-07-25T13:26:00.000Z,2012,Person,Unknown,Male,Unknown,700 B/O MORTON ST NW,700 MORTON ST NW,3D,302,,,,,,,,,
10887,Stop & Frisk,2012-07-25T16:04:00.000Z,2012,Person,Black,Male,Unknown,5500 B/O 1ST ST NW,5500 1ST ST NW,4D,406,28,,,,,,,,
10888,Stop & Frisk,2012-07-25T18:02:00.000Z,2012,Person,Unknown,Male,Hispanic Or Latino,400 B/O KENNEDY ST NW,400 KENNEDY ST NW,4D,403,27,,,,,,,,
10889,Stop & Frisk,2012-07-25T22:08:00.000Z,2012,Person,Black,Male,Not Hispanic Or Latino,1000 B/O 5TH ST NE,1000 5TH ST NE,1D,104,20,,,,,,,,
10890,Stop & Frisk,2012-07-25T22:08:00.000Z,2012,Person,Black,Male,Not Hispanic Or Latino,1000 B/O 5TH ST NE,1000 5TH ST NE,1D,104,21,,,,,,,,
10891,Stop & Frisk,2012-07-26T22:35:00.000Z,2012,,,,,1500 B/O 16TH ST SE,1500 16TH ST SE,6D,607,,,,,,,,,
10892,Stop & Frisk,2012-07-26T23:15:00.000Z,2012,Person,Black,Male,Not Hispanic Or Latino,200 B/O IVANHOE ST SW,200 IVANHOE ST SW,7D,708,31,,,,,,,,
10893,Stop & Frisk,2012-07-27T08:48:00.000Z,2012,Person,Black,Male,Unknown,4000 B/O ATLANTIC ST SE,4000 ATLANTIC ST SE,7D,706,Juvenile,,,,,,,,
10894,Stop & Frisk,2012-07-27T08:48:00.000Z,2012,Person,Black,Male,Not Hispanic Or Latino,4000 B/O ATLANTIC ST SE,4000 ATLANTIC ST SE,7D,706,Juvenile,,,,,,,,
10895,Stop & Frisk,2012-07-27T08:48:00.000Z,2012,Person,Black,Male,Not Hispanic Or Latino,4000 B/O ATLANTIC ST SE,4000 ATLANTIC ST SE,7D,706,Juvenile,,,,,,,,
10896,Stop & Frisk,2012-07-27T08:48:00.000Z,2012,Person,Black,Male,Not Hispanic Or Latino,4000 B/O ATLANTIC ST SE,4000 ATLANTIC ST SE,7D,706,Juvenile,,,,,,,,
10897,Stop & Frisk,2013-02-01T19:55:00.000Z,2013,Person,Black,Male,Unknown,4300 B/O NANNIE HELEN BURROUGHS AVE NE,4300 NANNIE HELEN BURROUGHS AVE NE,6D,602,,,,,,,,,
10898,Stop & Frisk,2013-02-01T19:55:00.000Z,2013,Person,Unknown,Unknown,Unknown,4300 B/O NANNIE HELEN BURROUGHS AVE NE,4300 NANNIE HELEN BURROUGHS AVE NE,6D,602,,,,,,,,,
10899,Stop & Frisk,2013-02-01T19:55:00.000Z,2013,Person,White,Male,Unknown,4300 B/O NANNIE HELEN BURROUGHS AVE NE,4300 NANNIE HELEN BURROUGHS AVE NE,6D,602,33,,,,,,,,
10900,Stop & Frisk,2013-02-01T23:31:00.000Z,2013,Person,Black,Male,Unknown,1200 B/O CONNECTICUT AVE NW,1200 CONNECTICUT AVE NW,2D,208,49,,,,,,,,
10901,Stop & Frisk,2013-02-02T00:15:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,0 B/O LONGFELLOW ST NE,0 LONGFELLOW ST NE,4D,406,20,,,,,,,,
10902,Stop & Frisk,2013-02-02T00:26:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,0 B/O NICHOLSON ST NW,0 NICHOLSON ST NW,4D,406,18,,,,,,,,
10903,Stop & Frisk,2013-02-02T00:26:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,0 B/O NICHOLSON ST NW,0 NICHOLSON ST NW,4D,406,18,,,,,,,,
10904,Stop & Frisk,2013-02-02T02:43:00.000Z,2013,Person,Unknown,Male,Hispanic Or Latino,1900 B/O FENWICK ST NE,1900 FENWICK ST NE,,,23,,,,,,,,
10905,Stop & Frisk,2013-02-02T03:15:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,4000 B/O 3RD ST NW,4000 3RD ST NW,4D,407,34,,,,,,,,
10906,Stop & Frisk,2013-02-02T03:15:00.000Z,2013,Person,Black,Male,Unknown,4000 B/O 3RD ST NW,4000 3RD ST NW,4D,407,39,,,,,,,,
10907,Stop & Frisk,2013-02-02T03:52:00.000Z,2013,Person,Black,Male,Unknown,1900 B/O BLADENSBURG RD NE,1900 BLADENSBURG RD NE,5D,503,24,,,,,,,,
10908,Stop & Frisk,2013-02-02T03:52:00.000Z,2013,Person,Black,Female,Not Hispanic Or Latino,1900 B/O BLADENSBURG RD NE,1900 BLADENSBURG RD NE,5D,503,22,,,,,,,,
10909,Stop & Frisk,2013-02-02T03:52:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,1900 B/O BLADENSBURG RD NE,1900 BLADENSBURG RD NE,5D,503,25,,,,,,,,
10910,Stop & Frisk,2013-02-02T03:52:00.000Z,2013,Person,Black,Male,Unknown,1900 B/O BLADENSBURG RD NE,1900 BLADENSBURG RD NE,5D,503,22,,,,,,,,
10911,Stop & Frisk,2013-02-02T03:52:00.000Z,2013,Person,Black,Male,Unknown,1900 B/O BLADENSBURG RD NE,1900 BLADENSBURG RD NE,5D,503,24,,,,,,,,
10912,Stop & Frisk,2013-02-02T03:52:00.000Z,2013,Person,Unknown,Unknown,Unknown,1900 B/O BLADENSBURG RD NE,1900 BLADENSBURG RD NE,5D,503,,,,,,,,,
10913,Stop & Frisk,2013-02-02T13:27:00.000Z,2013,Person,Black,Male,Unknown,4TH ST NE / CONSTITUTION AVE NE,4TH ST NE / CONSTITUTION AVE NE,1D,107,23,,,,,,,,
10914,Stop & Frisk,2013-02-02T13:27:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,4TH ST NE / CONSTITUTION AVE NE,4TH ST NE / CONSTITUTION AVE NE,1D,107,23,,,,,,,,
10915,Stop & Frisk,2013-02-02T16:27:00.000Z,2013,Person,Black,Male,Unknown,1900 B/O 7TH ST NW,1900 7TH ST NW,3D,305,43,,,,,,,,
10916,Stop & Frisk,2013-02-02T18:20:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,300 B/O 37TH ST SE,300 37TH ST SE,6D,603,Juvenile,,,,,,,,
10917,Stop & Frisk,2013-02-03T15:39:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,MINNESOTA AVE NE / RIDGE RD SE,MINNESOTA AVE NE / RIDGE RD SE,6D,603,Juvenile,,,,,,,,
10918,Stop & Frisk,2013-02-03T15:55:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,4900 B/O GEORGIA AVE NW,4900 GEORGIA AVE NW,4D,407,50,,,,,,,,
10919,Stop & Frisk,2013-02-03T23:42:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,400 B/O 57TH ST NE,400 57TH ST NE,6D,608,28,,,,,,,,
10920,Stop & Frisk,2013-02-04T23:30:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,600 B/O DIVISION AVE NE,600 DIVISION AVE NE,6D,602,18,,,,,,,,
10921,Stop & Frisk,2013-02-04T23:30:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,600 B/O DIVISION AVE NE,600 DIVISION AVE NE,6D,602,Juvenile,,,,,,,,
10922,Stop & Frisk,2013-02-04T23:30:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,600 B/O DIVISION AVE NE,600 DIVISION AVE NE,6D,602,Juvenile,,,,,,,,
10923,Stop & Frisk,2013-02-05T01:58:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,300 B/O ATLANTIC ST SE,300 ATLANTIC ST SE,7D,708,20,,,,,,,,
10924,Stop & Frisk,2013-02-05T02:32:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,11TH ST NW / U ST NW,11TH ST NW / U ST NW,3D,305,47,,,,,,,,
10925,Stop & Frisk,2013-02-05T04:52:00.000Z,2013,Person,Black,Male,Unknown,1400 B/O HOLBROOK ST NE,1400 HOLBROOK ST NE,5D,506,30,,,,,,,,
10926,Stop & Frisk,2013-02-05T08:08:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,2700 B/O MARTIN LUTHER KING JR AVE SE,2700 MARTIN LUTHER KING JR AVE SE,7D,703,,,,,,,,,
10927,Stop & Frisk,2013-02-05T08:08:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,2700 B/O MARTIN LUTHER KING JR AVE SE,2700 MARTIN LUTHER KING JR AVE SE,7D,703,45,,,,,,,,
10928,Stop & Frisk,2013-02-05T10:10:00.000Z,2013,Person,Black,Male,Unknown,2400 B/O AINGER PL SE,2400 AINGER PL SE,7D,702,25,,,,,,,,
10929,Stop & Frisk,2013-02-05T14:30:00.000Z,2013,,,,,3300 B/O GEORGIA AVE NW,3300 GEORGIA AVE NW,3D,302,,,,,,,,,
10930,Stop & Frisk,2013-02-05T16:22:00.000Z,2013,Person,Black,Female,Not Hispanic Or Latino,2700 B/O MARTIN LUTHER KING JR AVE SE,2700 MARTIN LUTHER KING JR AVE SE,7D,707,Juvenile,,,,,,,,
10931,Stop & Frisk,2013-02-05T16:55:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,14TH ST NW / GIRARD ST NW,14TH ST NW / GIRARD ST NW,3D,304,19,,,,,,,,
10932,Stop & Frisk,2013-02-05T19:58:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,100 B/O KENNEDY ST NW,100 KENNEDY ST NW,,,22,,,,,,,,
10933,Stop & Frisk,2013-02-05T21:21:00.000Z,2013,Person,Black,Male,Unknown,300 B/O 20TH ST NE,300 20TH ST NE,1D,108,Juvenile,,,,,,,,
10934,Stop & Frisk,2013-02-05T21:37:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,1200 B/O POTOMAC AVE SE,1200 POTOMAC AVE SE,1D,106,36,,,,,,,,
10935,Stop & Frisk,2013-02-05T21:37:00.000Z,2013,Person,Black,Male,Unknown,1200 B/O POTOMAC AVE SE,1200 POTOMAC AVE SE,1D,106,33,,,,,,,,
10936,Stop & Frisk,2013-02-06T16:27:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,3700 B/O GEORGIA AVE NW,3700 GEORGIA AVE NW,4D,404,Juvenile,,,,,,,,
10937,Stop & Frisk,2013-02-06T16:27:00.000Z,2013,Person,Unknown,Unknown,Unknown,3700 B/O GEORGIA AVE NW,3700 GEORGIA AVE NW,4D,404,,,,,,,,,
10938,Stop & Frisk,2013-02-06T16:27:00.000Z,2013,Person,Unknown,Unknown,Unknown,3700 B/O GEORGIA AVE NW,3700 GEORGIA AVE NW,4D,404,,,,,,,,,
10939,Stop & Frisk,2013-02-06T19:28:00.000Z,2013,Person,Black,Male,Unknown,7TH ST NW / F ST NW,7TH ST NW / F ST NW,1D,102,47,,,,,,,,
10940,Stop & Frisk,2013-02-06T21:09:00.000Z,2013,Person,Black,Male,Unknown,62ND ST NE / DIX ST NE,62ND ST NE / DIX ST NE,6D,608,Juvenile,,,,,,,,
10941,Stop & Frisk,2013-02-06T21:09:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,62ND ST NE / DIX ST NE,62ND ST NE / DIX ST NE,6D,608,Juvenile,,,,,,,,
10942,Stop & Frisk,2013-02-07T00:01:00.000Z,2013,Person,Black,Female,Not Hispanic Or Latino,5300 B/O 7TH ST NW,5300 7TH ST NW,4D,403,27,,,,,,,,
10943,Stop & Frisk,2013-02-07T10:20:00.000Z,2013,Person,Black,Female,Unknown,1700 B/O 16TH ST NW,1700 16TH ST NW,3D,301,22,,,,,,,,
10944,Stop & Frisk,2013-02-07T14:33:00.000Z,2013,Person,Black,Female,Unknown,1300 B/O 1ST ST NW,1300 1ST ST NW,5D,501,30,,,,,,,,
10945,Stop & Frisk,2013-02-07T18:55:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,3RD ST NE / T ST NE,3RD ST NE / T ST NE,5D,502,42,,,,,,,,
10946,Stop & Frisk,2013-02-07T18:55:00.000Z,2013,Person,White,Male,Not Hispanic Or Latino,3RD ST NE / T ST NE,3RD ST NE / T ST NE,5D,502,46,,,,,,,,
10947,Stop & Frisk,2013-02-07T21:25:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,1300 B/O RIGGS ST NW,1300 RIGGS ST NW,3D,307,18,,,,,,,,
10948,Stop & Frisk,2013-02-08T00:35:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,3900 B/O 13TH ST NW,3900 13TH ST NW,4D,404,39,,,,,,,,
10949,Stop & Frisk,2013-01-15T02:55:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,1300 B/O Q ST NW,1300 Q ST NW,3D,307,33,,,,,,,,
10950,Stop & Frisk,2013-02-08T12:00:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,500 B/O SHERIDAN ST NW,500 SHERIDAN ST NW,4D,402,20,,,,,,,,
10951,Stop & Frisk,2013-02-08T12:00:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,500 B/O SHERIDAN ST NW,500 SHERIDAN ST NW,4D,402,25,,,,,,,,
10952,Stop & Frisk,2013-02-08T12:00:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,500 B/O SHERIDAN ST NW,500 SHERIDAN ST NW,4D,402,20,,,,,,,,
10953,Stop & Frisk,2013-02-08T21:00:00.000Z,2013,Person,White,Male,Unknown,11TH ST SE / INDEPENDENCE AVE SE,11TH ST SE / INDEPENDENCE AVE SE,1D,107,24,,,,,,,,
10954,Stop & Frisk,2013-02-08T21:00:00.000Z,2013,Person,White,Male,Unknown,11TH ST SE / INDEPENDENCE AVE SE,11TH ST SE / INDEPENDENCE AVE SE,1D,107,63,,,,,,,,
10955,Stop & Frisk,2013-02-09T01:53:00.000Z,2013,Person,Black,Male,Unknown,1100 B/O 21ST ST NW,1100 21ST ST NW,2D,207,25,,,,,,,,
10956,Stop & Frisk,2013-04-03T20:35:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,9TH ST NW / DAHLIA ST NW,9TH ST NW / DAHLIA ST NW,4D,401,Juvenile,,,,,,,,
10957,Stop & Frisk,2013-04-03T21:30:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,1500 B/O U ST SE,1500 U ST SE,7D,701,21,,,,,,,,
10958,Stop & Frisk,2013-04-03T22:00:00.000Z,2013,Person,Black,Male,Unknown,800 B/O V ST NW,800 V ST NW,3D,305,44,,,,,,,,
10959,Stop & Frisk,2013-04-04T16:54:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,3900 B/O MINNESOTA AVE NE,3900 MINNESOTA AVE NE,6D,602,40,,,,,,,,
10960,Stop & Frisk,2013-04-04T16:54:00.000Z,2013,Person,Unknown,Unknown,Not Hispanic Or Latino,3900 B/O MINNESOTA AVE NE,3900 MINNESOTA AVE NE,6D,602,,,,,,,,,
10961,Stop & Frisk,2013-04-04T17:00:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,5000 B/O ROCK CREEK CHURCH RD NE,5000 ROCK CREEK CHURCH RD NE,4D,405,25,,,,,,,,
10962,Stop & Frisk,2013-04-04T18:09:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,4TH ST NW / K ST NW,4TH ST NW / K ST NW,1D,102,43,,,,,,,,
10963,Stop & Frisk,2013-04-04T19:00:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,ALABAMA AVE SE / STANTON RD SE,ALABAMA AVE SE / STANTON RD SE,7D,704,39,,,,,,,,
10964,Stop & Frisk,2013-04-05T17:38:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,300 B/O 50TH ST NE,300 50TH ST NE,6D,602,19,,,,,,,,
10965,Stop & Frisk,2013-04-05T18:20:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,800 B/O 7TH ST NW,800 7TH ST NW,1D,102,30,,,,,,,,
10966,Stop & Frisk,2013-04-05T18:26:00.000Z,2013,Person,Black,Male,Unknown,200 B/O V ST NW,200 V ST NW,3D,306,32,,,,,,,,
10967,Stop & Frisk,2013-04-05T20:33:00.000Z,2013,Person,Black,Male,Not Hispanic Or Latino,1600 B/O 16TH ST SE,1600 16TH ST SE,6D,607,19,,,,,,,,
